timestamp,experiment_id,experiment_type,temperature_c,oxygen_percent,humidity_percent,radiation_level,nutrient_level,ph_level,pressure_kpa,cell_growth_rate,viability_score,contamination_score,mission_outcome
05-02-2026 03:00,BIO-2198,Stem Cell Research,36.58,23.5,50.34,2.578,61.6,7.18,107.78,1.38,26.8,39.2,Failure
05-02-2026 03:30,BIO-2199,Stem Cell Research,34.75,21.96,64.13,0.345,76.31,7.25,102.13,3.08,85.56,16.21,Success
05-02-2026 04:00,BIO-2200,Drug Discovery,33.04,19.96,60.38,0.211,76.15,6.71,104.53,1.35,56.67,18.36,Failure
05-02-2026 04:30,BIO-2201,Drug Discovery,41.43,20.27,66.01,0.541,50.74,7.23,95.51,1.71,69.3,23.97,Failure
05-02-2026 05:00,BIO-2202,Stem Cell Research,33.34,24.14,73.14,-0.1,65.91,7.35,105.09,2.05,75.45,18.63,Success
05-02-2026 05:30,BIO-2203,Protein Synthesis,42.3,10.79,65.9,2.479,75.92,7.52,100.51,2.35,36.68,36.44,Failure
05-02-2026 06:00,BIO-2204,Protein Synthesis,36.7,17.54,53.28,0.567,41.46,7.67,106.86,0.52,54.82,11.44,Failure
05-02-2026 06:30,BIO-2205,Tissue Engineering,38.48,16.72,75.4,1.002,56.64,7.6,95.03,1.86,59.65,15.76,Failure
05-02-2026 07:00,BIO-2206,Radiation Biology,40.33,10.94,70.53,0.778,19.56,7.43,105.98,0.64,63,22.23,Failure
05-02-2026 07:30,BIO-2207,Protein Synthesis,35.32,23.5,68.11,0.575,94.82,7.55,101.46,3.87,84.39,20.71,Success
05-02-2026 08:00,BIO-2208,Protein Synthesis,34.99,19.68,59.87,0.469,85.59,7.41,99.33,3.08,66.35,16.09,Failure
05-02-2026 08:30,BIO-2209,Radiation Biology,38.9,17.08,67.8,0.375,60.43,7.43,101.47,1.55,65.06,22.42,Failure
05-02-2026 09:00,BIO-2210,Radiation Biology,38.6,18.4,54.68,0.869,83.41,7.52,99.59,2.32,65.26,19.87,Failure
05-02-2026 09:30,BIO-2211,Radiation Biology,38.03,19.55,47.49,0.358,82.35,7.07,98.04,2.9,75.32,5.56,Success
05-02-2026 10:00,BIO-2212,Radiation Biology,38.15,20.25,59.73,0.382,,7.52,96.46,3.13,72.61,6.87,Success
05-02-2026 10:30,BIO-2213,Stem Cell Research,35.84,25.28,52.13,0.836,68.27,7.28,110.42,3.35,75.35,11.96,Success
05-02-2026 11:00,BIO-2214,Stem Cell Research,42.43,18.52,74.44,0.206,83.82,7.39,106.21,2,73.29,13.1,Success
05-02-2026 11:30,BIO-2215,Tissue Engineering,38.74,13.29,55.11,2.721,57.78,7.48,103.4,2.29,61.33,52.25,Failure
05-02-2026 12:00,BIO-2216,Protein Synthesis,37.33,19.79,53.95,0.661,70.34,7.2,99.96,3.54,77.71,12.83,Success
05-02-2026 12:30,BIO-2217,Tissue Engineering,40.58,18.3,65.31,0.519,73.97,7.14,99.52,1.88,71.03,14.99,Success
05-02-2026 13:00,BIO-2218,Stem Cell Research,33.11,11.51,50.12,0.786,64.33,7.44,105.75,1.76,71.4,8.99,Success
05-02-2026 13:30,BIO-2219,Tissue Engineering,35.35,22.09,61.68,0.456,41.65,7.34,99.75,2.19,61.73,9.13,Failure
05-02-2026 14:00,BIO-2220,Radiation Biology,39.71,16.23,71.55,0.514,80.15,7.36,108.72,3.43,79.68,19.81,Success
05-02-2026 14:30,BIO-2221,Radiation Biology,41.44,21.31,63.83,0.602,71.19,6.91,97.93,2.85,80.57,16.58,Success
05-02-2026 15:00,BIO-2222,Protein Synthesis,39.68,24.93,57.08,1.123,48.67,7.37,104.36,3.18,68.7,13.9,Failure
05-02-2026 15:30,BIO-2223,Tissue Engineering,40.06,20.88,53.91,2.913,72.38,7.16,103.7,3.02,60.7,44.47,Failure
05-02-2026 16:00,BIO-2224,Protein Synthesis,39.98,22.38,65.29,0.672,57.46,7.14,110,1.97,62.02,19.14,Failure
05-02-2026 16:30,BIO-2225,Protein Synthesis,36.33,23.15,65.27,3.319,55.64,7.24,101.52,1.99,51.34,25.25,Failure
05-02-2026 17:00,BIO-2226,Radiation Biology,33.46,25.76,54.04,0.504,78.26,7.57,102.03,3.59,73.26,18.43,Success
05-02-2026 17:30,BIO-2227,Drug Discovery,34.55,11.89,47.34,0.941,75.93,6.97,101.26,1.8,61.2,10.52,Failure
05-02-2026 18:00,BIO-2228,Protein Synthesis,36.36,25.15,58.96,0.47,67.19,7.48,104.36,2.35,68.81,3.42,Failure
05-02-2026 18:30,BIO-2229,Stem Cell Research,38.22,23.29,44.52,3.687,88.71,7.74,99.97,2.27,44.45,48.35,Failure
05-02-2026 19:00,BIO-2230,Radiation Biology,33.11,17.92,51.54,0.521,109.1,7.01,99.16,2.41,82.51,15.22,Success
05-02-2026 19:30,BIO-2231,Drug Discovery,39.24,15.65,60.64,3.174,84.65,7.19,106.64,2.85,29.92,46.24,Failure
05-02-2026 20:00,BIO-2232,Stem Cell Research,39.93,13.75,73.66,0.104,63.95,7.29,102.77,3.03,68.97,19.78,Failure
05-02-2026 20:30,BIO-2233,Protein Synthesis,35.49,10.82,67.8,2.343,87.78,7.49,102.33,3.62,48.47,40.7,Failure
05-02-2026 21:00,BIO-2234,Radiation Biology,34.09,24.51,50.65,0.875,87.88,7.08,104.74,3.45,73.99,21.9,Success
05-02-2026 21:30,BIO-2235,Drug Discovery,39.41,18.35,56.51,0.408,74.06,7.17,106.9,2.13,63.86,19.73,Failure
05-02-2026 22:00,BIO-2236,Radiation Biology,36.52,24.91,68.09,4.172,55.15,7.55,103.15,2.89,61.34,33.88,Failure
05-02-2026 22:30,BIO-2237,Protein Synthesis,38.46,15.86,65.73,0.641,90.42,7.11,89.8,2.94,73.66,6.33,Success
05-02-2026 23:00,BIO-2238,Protein Synthesis,37.18,19.62,56.64,0.044,75.91,6.92,95.09,3.36,80.6,4.23,Success
05-02-2026 23:30,BIO-2239,Drug Discovery,32.29,23.8,73.79,0.386,93.37,7.23,94.16,2.83,76.49,25.31,Failure
06-02-2026 00:00,BIO-2240,Tissue Engineering,41.45,27.71,59.29,0.628,61.09,7.34,96,0.51,57.58,22.82,Failure
06-02-2026 00:30,BIO-2241,Drug Discovery,38.72,20.38,63.31,0.356,80.94,7.42,97.24,1.56,64.66,13.18,Failure
06-02-2026 01:00,BIO-2242,Drug Discovery,38.36,23.86,58.83,0.843,97.5,7.02,103.76,2.22,64.23,21.51,Failure
06-02-2026 01:30,BIO-2243,Protein Synthesis,37.64,24.02,60.1,0.412,97.17,7.51,99.92,4.21,85.12,3.74,Success
06-02-2026 02:00,BIO-2244,Tissue Engineering,38.44,20.18,69.97,0.243,76.17,7.3,99.39,3.39,67.27,13.78,Failure
06-02-2026 02:30,BIO-2245,Protein Synthesis,33.98,21.28,69.94,0.949,74.14,7.61,91.05,2.46,72.85,18.99,Success
06-02-2026 03:00,BIO-2246,Drug Discovery,36.83,25.51,45.21,0.825,63.05,7.38,95.36,2.4,77.21,15.3,Success
06-02-2026 03:30,BIO-2247,Protein Synthesis,43.67,21.88,61.2,0.61,82.17,7.49,98.19,2.1,70.41,20.12,Success
06-02-2026 04:00,BIO-2248,Protein Synthesis,40.06,25.8,39.17,1.061,49.63,7.27,102.08,2.7,70.01,16.41,Success
06-02-2026 04:30,BIO-2249,Protein Synthesis,40.62,23.75,56.1,0.599,73.14,7.65,94.85,2.87,59.53,13.88,Failure
06-02-2026 05:00,BIO-2250,Tissue Engineering,40.05,19.53,54.55,0.565,82.63,7.56,96.95,2.73,76.33,20.4,Success
06-02-2026 05:30,BIO-2251,Protein Synthesis,38.86,27.94,61.58,0.792,61.8,7.03,112.25,1.85,67.24,19.53,Failure
06-02-2026 06:00,BIO-2252,Radiation Biology,31.54,18.89,54.63,0.437,84.42,7.17,92.12,3.84,86.58,19.27,Success
06-02-2026 06:30,BIO-2253,Stem Cell Research,36.29,20.89,58.37,0.072,81.32,6.9,105.15,2.11,77.33,11.18,Success
06-02-2026 07:00,BIO-2254,Tissue Engineering,37.88,21.42,67.88,1.132,102.16,7.1,99.4,4.8,77.85,19.3,Success
06-02-2026 07:30,BIO-2255,Stem Cell Research,40.16,27.39,50.64,0.882,81.52,7.72,100.89,3.02,70.67,14.09,Success
06-02-2026 08:00,BIO-2256,Tissue Engineering,39.7,22.3,67.74,0.315,76.12,6.92,99.96,2.74,70.21,19.52,Success
06-02-2026 08:30,BIO-2257,Radiation Biology,38.87,19.21,61.2,3.941,79.34,7.39,100.66,3.09,54.64,37.83,Failure
06-02-2026 09:00,BIO-2258,Drug Discovery,35.18,24.01,63.83,0.5,47.2,7.91,104.1,1.47,66.5,11.65,Failure
06-02-2026 09:30,BIO-2259,Protein Synthesis,40.45,19.61,59.49,3.895,41.06,7.15,101.62,0.96,22.6,47.2,Failure
06-02-2026 10:00,BIO-2260,Drug Discovery,40.8,17.14,71.87,0.872,49.52,7.12,102.47,1.46,69.46,28.06,Failure
06-02-2026 10:30,BIO-2261,Drug Discovery,38.93,25.08,63.87,0.44,76.01,7.14,102.03,2.1,73.53,11.42,Success
06-02-2026 11:00,BIO-2262,Protein Synthesis,39.64,22.41,48.88,3.94,92.43,7.43,98.69,2.65,56.71,29.53,Failure
06-02-2026 11:30,BIO-2263,Radiation Biology,38.06,24.91,68.38,0.354,98.57,6.7,93.15,3.92,73.89,12.74,Success
06-02-2026 12:00,BIO-2264,Tissue Engineering,37.16,21.41,49.46,0.404,92.07,7.1,107.01,3.55,84.88,3.8,Success
06-02-2026 12:30,BIO-2265,Radiation Biology,37.73,28.16,43.58,0.828,83.61,7.15,102.62,1.36,67.14,14.07,Failure
06-02-2026 13:00,BIO-2266,Drug Discovery,37.36,23.01,66.01,0.14,71.87,6.82,101.2,2.43,80.62,12.42,Success
06-02-2026 13:30,BIO-2267,Tissue Engineering,40.78,20.52,70.07,0.714,87.84,7.53,109.49,2.42,67.34,16.68,Failure
06-02-2026 14:00,BIO-2268,Protein Synthesis,32.6,15.96,64.45,0.431,80.75,7.21,106.85,3.81,93.35,19.66,Success
06-02-2026 14:30,BIO-2269,Drug Discovery,39.59,21.03,45.4,0.552,53.15,7.36,99.41,2.66,64.51,16.61,Failure
06-02-2026 15:00,BIO-2270,Stem Cell Research,42.29,23.04,71.16,0.675,116.29,6.8,98.58,3.54,70.2,26.31,Failure
06-02-2026 15:30,BIO-2271,Drug Discovery,37.23,23.6,70.42,0.656,85.93,7.19,97.78,2.58,72.07,11.02,Success
06-02-2026 16:00,BIO-2272,Stem Cell Research,36.32,22.69,46.76,0.528,78.52,7.36,96.22,3.08,72.97,15.93,Success
06-02-2026 16:30,BIO-2273,Tissue Engineering,34.08,14.76,79.99,0.454,63.49,7.29,100.3,3.36,73.04,16.97,Success
06-02-2026 17:00,BIO-2274,Stem Cell Research,39.4,27.6,56.53,0.536,75.77,7.32,105.06,1.99,73.83,12.26,Success
06-02-2026 17:30,BIO-2275,Stem Cell Research,37.59,21.01,66.81,0.222,91.3,7.51,94.89,2.75,76.66,8.03,Success
06-02-2026 18:00,BIO-2276,Drug Discovery,36.11,17.21,70.52,0.711,75.93,7.73,101.03,3.26,72.41,15.9,Success
06-02-2026 18:30,BIO-2277,Radiation Biology,34.17,15.76,45.01,0.595,67.71,7.13,90.56,2.78,82.57,12.65,Success
06-02-2026 19:00,BIO-2278,Stem Cell Research,35.03,23.74,53.52,0.384,63.78,7.62,98.63,0.96,63.74,12.66,Failure
06-02-2026 19:30,BIO-2279,Protein Synthesis,34.34,17.9,66.17,2.492,42.33,7.65,101.93,0.13,37.51,55.92,Failure
06-02-2026 20:00,BIO-2280,Radiation Biology,39.13,20.85,55.09,0.666,75.59,7.58,104.5,3.34,75.36,15.44,Success
06-02-2026 20:30,BIO-2281,Radiation Biology,35.83,20.05,48.91,0.271,,7.25,98.8,2.69,76.42,15.63,Success
06-02-2026 21:00,BIO-2282,Stem Cell Research,37.84,19.46,76.85,0.674,61.98,7.54,107.38,3.82,71.78,16.76,Success
06-02-2026 21:30,BIO-2283,Protein Synthesis,38.21,23.68,68.88,0.723,71.52,7.08,106.79,2.03,67.2,22.96,Failure
06-02-2026 22:00,BIO-2284,Radiation Biology,37.3,13.85,49.31,0.913,81.78,7.51,102.28,1.51,57.07,4.41,Failure
06-02-2026 22:30,BIO-2285,Stem Cell Research,38.07,24.82,64.69,0.369,77.86,7.23,98.79,2.75,78.55,15.98,Success
06-02-2026 23:00,BIO-2286,Radiation Biology,36.92,32.48,71.94,0.872,70.65,6.79,99.43,1.84,76.54,17.37,Success
06-02-2026 23:30,BIO-2287,Drug Discovery,38.01,21.26,65.05,0.836,81.32,6.9,96.45,2.38,65.85,19.95,Failure
07-02-2026 00:00,BIO-2288,Stem Cell Research,40.27,14.78,56.44,0.746,70.76,7.14,103.21,1.93,67.54,11.68,Failure
07-02-2026 00:30,BIO-2289,Stem Cell Research,33.24,21.21,82.12,1.179,40.86,7.24,94.82,1.22,56.1,25.53,Failure
07-02-2026 01:00,BIO-2290,Tissue Engineering,41.46,26.49,68.03,0.283,82.93,7.21,100.71,4.02,80.54,17.33,Success
07-02-2026 01:30,BIO-2291,Tissue Engineering,38.11,13.96,46.12,0.404,61.57,7.42,95.91,2.2,66.14,5.53,Failure
07-02-2026 02:00,BIO-2292,Protein Synthesis,29.17,27.57,56.02,0.731,91.52,6.94,101.47,2.49,64.5,27.92,Failure
07-02-2026 02:30,BIO-2293,Radiation Biology,34.69,23.19,51.17,1.198,47.6,7.14,103.36,1.43,58.17,24.13,Failure
07-02-2026 03:00,BIO-2294,Drug Discovery,35.97,26.5,57.03,0.427,95.47,7.66,103.79,3.04,81.79,10.01,Success
07-02-2026 03:30,BIO-2295,Drug Discovery,33.06,21.02,56.57,1.102,65.32,7.34,102,2.45,66.53,19.36,Failure
07-02-2026 04:00,BIO-2296,Tissue Engineering,42.04,26.43,54.28,0.534,69.4,7.78,104.37,3.53,70.54,24.54,Failure
07-02-2026 04:30,BIO-2297,Protein Synthesis,33.68,19.68,63.33,0.629,96.42,7.35,96.05,2.93,69.24,15.85,Failure
07-02-2026 05:00,BIO-2298,Stem Cell Research,34.11,23.28,66.04,0.586,,6.6,109.02,2.85,68.56,14.07,Failure
07-02-2026 05:30,BIO-2299,Drug Discovery,34.38,17.45,65.31,0.386,64.27,7.67,112.77,3.13,72,21,Success
07-02-2026 06:00,BIO-2300,Drug Discovery,32.5,22.49,69.22,4.125,65.64,7.33,112.16,1.38,52.93,34.6,Failure
07-02-2026 06:30,BIO-2301,Radiation Biology,36.06,19.62,45.36,0.106,62.07,7.15,104.73,1.47,66.85,13.14,Failure
07-02-2026 07:00,BIO-2302,Stem Cell Research,38.99,22.91,71.04,1.264,73.5,7.45,100.35,2.33,59.61,27.99,Failure
07-02-2026 07:30,BIO-2303,Radiation Biology,37.96,,60.18,4.22,78.27,6.85,101.09,2.57,30.44,33.92,Failure
07-02-2026 08:00,BIO-2304,Stem Cell Research,38.4,21.28,74.04,0.372,112.27,7.18,105.64,5.45,91.78,22.6,Failure
07-02-2026 08:30,BIO-2305,Tissue Engineering,33.77,26.61,66.03,0.808,78.54,6.76,103.37,2.43,69.23,28.25,Failure
07-02-2026 09:00,BIO-2306,Drug Discovery,36.44,19.24,45.44,0.682,82.64,7.44,103.81,2.94,65.76,15.52,Failure
07-02-2026 09:30,BIO-2307,Protein Synthesis,36.34,19.54,68.75,4.344,74.75,7.28,91.84,1.94,41.02,45.46,Failure
07-02-2026 10:00,BIO-2308,Radiation Biology,37.2,25.5,,0.995,98.12,7.37,96.51,4.04,79.7,20.35,Success
07-02-2026 10:30,BIO-2309,Stem Cell Research,39.75,20.59,46.86,0.156,88.01,7.23,102.89,2.28,81.49,17.23,Success
07-02-2026 11:00,BIO-2310,Stem Cell Research,34.12,22.38,50.12,0.863,71.86,6.92,98.2,2.41,76.82,20.49,Success
07-02-2026 11:30,BIO-2311,Drug Discovery,40.5,27.59,69.22,4.182,81.5,7.25,106.21,3.01,42.47,53.45,Failure
07-02-2026 12:00,BIO-2312,Tissue Engineering,36.24,17.31,59.44,0.323,76.18,7.37,100.55,3.26,72.56,9.85,Success
07-02-2026 12:30,BIO-2313,Protein Synthesis,39.08,17.38,55.48,1.045,64.31,7.62,103.62,3.68,78.35,10.64,Success
07-02-2026 13:00,BIO-2314,Radiation Biology,34.1,15.81,51.18,3.08,37.5,7.53,102.31,-0.71,25.28,21.63,Failure
07-02-2026 13:30,BIO-2315,Tissue Engineering,37.99,12.4,72.1,0.39,57.02,7.57,96.14,2.35,64.14,17.17,Failure
07-02-2026 14:00,BIO-2316,Protein Synthesis,37.7,17.09,40.65,0.397,82.87,7.73,99.94,2.54,69.6,7.94,Failure
07-02-2026 14:30,BIO-2317,Tissue Engineering,34.48,25.15,61.96,0.62,84.74,7.41,100.94,2.03,71.43,11.5,Success
07-02-2026 15:00,BIO-2318,Stem Cell Research,33.68,25.63,54.02,3.852,70.38,7.07,104.78,3.01,41.73,46.16,Failure
07-02-2026 15:30,BIO-2319,Radiation Biology,35.64,23.83,46.39,0.83,66.68,7.68,99.71,2.37,66.79,9.32,Failure
07-02-2026 16:00,BIO-2320,Drug Discovery,34.2,22.82,53.93,0.799,51.04,7.01,92.03,0.3,59.14,18.49,Failure
07-02-2026 16:30,BIO-2321,Protein Synthesis,35.34,23.29,67.45,0.332,82.54,6.98,89.48,2.36,65.12,10.6,Failure
07-02-2026 17:00,BIO-2322,Radiation Biology,36.1,16.85,59.27,0.533,46.72,7.48,99.87,0.74,53.48,22.55,Failure
07-02-2026 17:30,BIO-2323,Drug Discovery,30.35,17.81,53.24,0.817,83.17,7.56,101.02,2.19,59.16,21.71,Failure
07-02-2026 18:00,BIO-2324,Stem Cell Research,30.39,,56.41,0.633,65.34,7.88,111.92,0.4,50.61,26.41,Failure
07-02-2026 18:30,BIO-2325,Radiation Biology,39.5,16.98,47.21,0.633,76.3,7.65,104.73,3,69.89,14.1,Failure
07-02-2026 19:00,BIO-2326,Tissue Engineering,34.12,18.06,69.08,0.929,86.14,6.81,94.89,4.37,78.31,23.3,Failure
07-02-2026 19:30,BIO-2327,Tissue Engineering,35.69,21.37,62.93,0.212,70.52,7.36,97.73,2.84,80.64,22.27,Failure
07-02-2026 20:00,BIO-2328,Stem Cell Research,44,23.76,61.12,2.757,71.5,7.39,106.09,-0.2,11.44,50.92,Failure
07-02-2026 20:30,BIO-2329,Radiation Biology,36.44,16.51,67.32,0.569,88.56,6.93,98.86,3.75,67.13,15.42,Failure
07-02-2026 21:00,BIO-2330,Stem Cell Research,38.08,21.55,58.32,0.832,75.44,7.72,98.46,4.2,68.02,16.46,Failure
07-02-2026 21:30,BIO-2331,Stem Cell Research,37.2,18.19,46.46,0.833,75.01,7.54,109.93,3.37,78.57,10.75,Success
07-02-2026 22:00,BIO-2332,Protein Synthesis,37.02,24.93,54.64,0.714,104.76,7.26,100.84,3.4,76.41,13.02,Success
07-02-2026 22:30,BIO-2333,Stem Cell Research,37.13,18.64,65.77,0.483,71.59,7.97,92.85,3.59,74.69,18.12,Success
07-02-2026 23:00,BIO-2334,Drug Discovery,36,23.12,64.87,0.406,73.07,7.57,100.29,3.58,73.86,20.05,Success
07-02-2026 23:30,BIO-2335,Tissue Engineering,36.17,26.85,39.28,4.45,86.56,6.78,99.95,4.05,28.32,24.98,Failure
08-02-2026 00:00,BIO-2336,Protein Synthesis,40.05,18.42,37.89,0.347,72.12,7.23,97.26,1.25,69.9,15.33,Failure
08-02-2026 00:30,BIO-2337,Stem Cell Research,38.61,21.93,54.2,0.646,109.23,7.52,98.8,3.79,80.22,18.27,Success
08-02-2026 01:00,BIO-2338,Drug Discovery,37.82,25.2,49.09,2.18,79.13,7.43,106.58,2.05,31.03,37.23,Failure
08-02-2026 01:30,BIO-2339,Radiation Biology,31.97,20.89,58.97,1.756,72.22,7.43,107.77,1.53,16.53,32.39,Failure
08-02-2026 02:00,BIO-2340,Drug Discovery,37.63,19.3,48.39,0.56,69.93,6.93,95.59,2.61,63.13,14.03,Failure
08-02-2026 02:30,BIO-2341,Stem Cell Research,38.49,27.13,55.2,0.461,92.63,7.34,111.39,2.71,78.87,15.82,Success
08-02-2026 03:00,BIO-2342,Tissue Engineering,39.05,15.05,64.1,0.184,74.23,6.84,92.27,1.98,65.48,9.2,Failure
08-02-2026 03:30,BIO-2343,Radiation Biology,38.73,22.13,44.61,0.672,81.94,7.37,105.01,3.44,76.37,16.28,Success
08-02-2026 04:00,BIO-2344,Tissue Engineering,41.83,22.14,57.9,0.645,66.75,7.79,103.26,1.15,65.8,19.17,Failure
08-02-2026 04:30,BIO-2345,Tissue Engineering,33.54,21.42,59.11,0.561,72.02,7.34,97.3,1.09,68.02,21.8,Failure
08-02-2026 05:00,BIO-2346,Tissue Engineering,39.43,18.62,55.83,0.616,86.99,7.5,90.3,2.25,73.69,25.43,Failure
08-02-2026 05:30,BIO-2347,Radiation Biology,37.71,20.04,63.42,0.264,32.32,7.12,104.34,0.72,71.49,14.31,Failure
08-02-2026 06:00,BIO-2348,Protein Synthesis,37.76,25.4,57.19,0.625,75.06,7.44,96.55,2.1,71.27,15.19,Success
08-02-2026 06:30,BIO-2349,Tissue Engineering,37.55,18.72,46.81,0.554,59.6,7.25,94.06,1.93,65.95,15.25,Failure
08-02-2026 07:00,BIO-2350,Radiation Biology,38.96,27.02,67.73,0.564,62.12,7.25,99.03,1.19,65.98,21.64,Failure
08-02-2026 07:30,BIO-2351,Radiation Biology,37.42,21.29,63.09,1.187,87.28,7.04,101.82,3.49,72.91,20.05,Success
08-02-2026 08:00,BIO-2352,Radiation Biology,35.95,23.79,71.88,0.432,85.85,7.58,95.27,4.28,82.23,12.57,Success
08-02-2026 08:30,BIO-2353,Drug Discovery,35.4,18.94,60.93,0.352,85.77,7.54,98.71,3.18,84.84,16.85,Success
08-02-2026 09:00,BIO-2354,Drug Discovery,39.58,18.74,59.7,4.125,76.26,7.44,102.18,1.47,24.21,23.88,Failure
08-02-2026 09:30,BIO-2355,Drug Discovery,35.69,23.09,61.78,1.081,101.8,6.68,106.7,4.85,73.15,21.85,Success
08-02-2026 10:00,BIO-2356,Tissue Engineering,33.39,23.86,63.22,0.031,49.28,6.98,100.61,0.41,67.51,13.05,Failure
08-02-2026 10:30,BIO-2357,Radiation Biology,37.27,,58.49,0.953,70.08,6.92,104.3,2.17,66.01,14.13,Failure
08-02-2026 11:00,BIO-2358,Radiation Biology,33.83,18.31,54.03,0.668,73.07,7.45,92.88,1.13,64.11,21.5,Failure
08-02-2026 11:30,BIO-2359,Radiation Biology,35.23,23.76,70.8,0.726,68.39,7.26,107.93,1.49,70.98,17.2,Failure
08-02-2026 12:00,BIO-2360,Protein Synthesis,37.5,14.72,71.54,0.457,89.56,7.76,103.8,4.38,74.9,20.03,Success
08-02-2026 12:30,BIO-2361,Drug Discovery,38.47,26.06,55.61,0.531,82.79,7.43,101.17,2.19,78.14,16.78,Success
08-02-2026 13:00,BIO-2362,Drug Discovery,28.89,21.25,55.77,0.11,83.17,7.05,108.08,2.22,76.76,18.88,Success
08-02-2026 13:30,BIO-2363,Radiation Biology,33.06,23.47,43.52,0.571,78.89,7.03,99.35,3.78,81.96,20,Success
08-02-2026 14:00,BIO-2364,Protein Synthesis,41.51,21.33,67.36,3.404,63.37,7.58,103.04,1.58,42.68,46.51,Failure
08-02-2026 14:30,BIO-2365,Protein Synthesis,34.9,21.72,68.11,0.531,87.34,6.96,112.51,3.42,74.13,13.7,Success
08-02-2026 15:00,BIO-2366,Stem Cell Research,34.29,24.34,56.38,4.629,74.28,7,104.25,3.11,33.73,43.58,Failure
08-02-2026 15:30,BIO-2367,Tissue Engineering,39.14,20.96,62.17,4.111,81.96,7.04,107.62,3.19,45.88,52.03,Failure
08-02-2026 16:00,BIO-2368,Tissue Engineering,39.57,15.56,52.24,0.568,94.13,7.45,100.31,3.86,89.77,13.75,Success
08-02-2026 16:30,BIO-2369,Stem Cell Research,37.43,18.96,59.59,0.892,96.76,7.16,99.87,2.18,66.45,19.63,Failure
08-02-2026 17:00,BIO-2370,Stem Cell Research,41.16,21.43,73.39,1.035,48.46,7.42,103.26,0.63,51.74,30.59,Failure
08-02-2026 17:30,BIO-2371,Drug Discovery,37.87,23.94,68.14,0.958,91.62,7.35,104.19,4.25,63.95,11.54,Failure
08-02-2026 18:00,BIO-2372,Drug Discovery,35.39,19.04,64.09,3.536,89.85,7.28,100.06,2.65,41.36,24.26,Failure
08-02-2026 18:30,BIO-2373,Radiation Biology,34.25,20.1,49.22,0.645,80.63,7.55,101.16,2.29,76.16,15.04,Success
08-02-2026 19:00,BIO-2374,Radiation Biology,38.58,29.81,60.9,0.319,47.95,6.77,104.75,2.02,71.45,13.55,Success
08-02-2026 19:30,BIO-2375,Tissue Engineering,35.62,27.25,54.15,0.947,64.61,7.11,104.52,2.26,70.74,27.03,Failure
08-02-2026 20:00,BIO-2376,Tissue Engineering,37.34,16.79,43.46,0.37,86.1,7.12,97.5,3.72,72.84,12.93,Success
08-02-2026 20:30,BIO-2377,Stem Cell Research,35.93,19.76,70.78,2.743,90.28,6.96,95.74,2.67,51.32,33.39,Failure
08-02-2026 21:00,BIO-2378,Drug Discovery,37.07,23.73,58.02,0.523,60.76,7.52,99.48,0.52,62.13,12.25,Failure
08-02-2026 21:30,BIO-2379,Protein Synthesis,34.32,16.39,65.84,2.446,102.31,7.1,103.74,2.72,46.07,47.74,Failure
08-02-2026 22:00,BIO-2380,Tissue Engineering,32.91,24.27,63.61,0.619,73.69,7.7,105.31,0.48,60.9,25.54,Failure
08-02-2026 22:30,BIO-2381,Tissue Engineering,36.45,15.11,53.19,0.517,88.12,7.48,95.2,3.85,66.82,10.2,Failure
08-02-2026 23:00,BIO-2382,Radiation Biology,36.36,23.25,62.95,0.722,,7.23,105.41,4.43,79.73,5.69,Success
08-02-2026 23:30,BIO-2383,Radiation Biology,37.04,13.78,56.17,0.43,75,7.49,95.17,3.79,73.78,17.8,Success
09-02-2026 00:00,BIO-2384,Drug Discovery,37.54,26.08,65.33,2.204,82.07,7.06,103.06,4.43,66.48,42.21,Failure
09-02-2026 00:30,BIO-2385,Protein Synthesis,41.25,23.82,60.84,3.263,79.76,6.93,95.81,1.61,41.31,40.24,Failure
09-02-2026 01:00,BIO-2386,Protein Synthesis,35.01,21.16,60.64,0.491,50.19,7.28,107.92,1.94,63.58,18.56,Failure
09-02-2026 01:30,BIO-2387,Protein Synthesis,35.65,19.21,54.34,0.556,104.6,7.2,107.85,3.01,79.9,11.58,Success
09-02-2026 02:00,BIO-2388,Protein Synthesis,38.38,26.05,68.01,0.327,50.96,7.39,100.03,0.56,56.93,9.29,Failure
09-02-2026 02:30,BIO-2389,Protein Synthesis,34.23,24.74,58.79,0.853,107.49,7.54,102.67,4.09,80.14,20.51,Success
09-02-2026 03:00,BIO-2390,Tissue Engineering,38.9,18.23,53.16,0.369,72.87,7.33,102.92,2.1,63.84,17.66,Failure
09-02-2026 03:30,BIO-2391,Protein Synthesis,38.39,19.46,71.15,0.65,87.15,6.98,105.72,3.47,74.48,13.45,Success
09-02-2026 04:00,BIO-2392,Protein Synthesis,36.12,24.66,58.21,0.593,78.51,7.64,105.31,2.64,61.55,14.67,Failure
09-02-2026 04:30,BIO-2393,Protein Synthesis,35.92,20.58,63.51,0.345,,7.42,107.77,1.67,63.14,14.63,Failure
09-02-2026 05:00,BIO-2394,Stem Cell Research,34.18,12.25,78.24,0.439,88.49,7.53,100.84,4.36,78.11,30.48,Failure
09-02-2026 05:30,BIO-2395,Stem Cell Research,36.69,20.83,,0.744,71.9,7.17,107.53,3.44,76.96,11.62,Success
